id,gender,birthdate,city,country,registration_date
500,M,2003-03-25,Brussels,BE,2022-03-23
501,F,1958-02-28,Madrid,ES,2022-07-02
502,M,1972-12-16,Madrid,ES,2022-10-24
503,F,1986-12-20,Rome,IT,2022-06-27
504,F,1979-06-11,Berlin,DE,2022-04-24
505,F,1970-05-17,Madrid,ES,2022-04-11
506,M,1982-05-01,Paris,FR,2023-09-03
507,M,2003-04-03,Rome,IT,2023-12-26
508,F,1984-04-19,Paris,FR,2023-12-08
509,M,1967-03-14,Brussels,BE,2022-05-11
510,M,1991-02-23,Lisbon,PT,2023-08-26
511,M,2000-09-15,Madrid,ES,2022-08-12
512,F,1994-10-25,Paris,FR,2022-07-20
513,F,1984-11-11,Berlin,DE,2022-08-25
514,M,2000-12-22,Rome,IT,2022-06-23
515,M,1969-01-13,Brussels,BE,2023-06-09
516,F,1951-08-08,Brussels,BE,2022-09-26
517,M,2000-06-08,Madrid,ES,2022-01-02
518,M,1997-06-15,Paris,FR,2023-04-23
519,M,1957-06-05,Brussels,BE,2023-10-06
520,M,1969-04-25,Lyon,FR,2022-05-05
521,M,1976-08-05,London,UK,2023-05-15
522,M,1982-02-09,Berlin,DE,2022-07-01
523,F,1986-02-24,Brussels,BE,2023-07-10
524,M,1999-01-04,Madrid,ES,2023-09-01
525,M,1962-09-09,London,UK,2022-12-29
526,M,1975-09-17,Lyon,FR,2022-10-05
527,F,1958-02-28,Lyon,FR,2022-01-31
528,F,1985-05-05,Lisbon,PT,2023-05-26
529,F,1997-05-05,Madrid,ES,2023-06-25
530,F,1986-05-10,Berlin,DE,2023-04-15
531,F,1993-07-08,Lyon,FR,2022-04-21
532,F,1994-12-17,Berlin,DE,2022-10-20
533,F,1951-11-10,Berlin,DE,2022-11-10
534,F,1958-04-14,Madrid,ES,2023-08-10
535,F,1951-07-25,Brussels,BE,2023-09-01
536,F,1985-12-15,Paris,FR,2023-12-27
537,F,2000-11-16,Brussels,BE,2022-02-28
538,M,1963-02-17,Rome,IT,2022-12-24
539,M,1965-03-10,Berlin,DE,2023-01-15
540,F,1982-10-22,Berlin,DE,2022-04-21
541,M,1963-04-17,Berlin,DE,2023-08-02
542,M,1996-02-02,Lyon,FR,2023-12-30
543,F,1994-11-16,Paris,FR,2023-06-20
544,F,2000-06-04,Rome,IT,2022-05-26
545,F,1980-06-27,London,UK,2023-07-06
546,M,1976-03-15,Berlin,DE,2022-09-19
547,M,1970-07-11,London,UK,2022-02-18
548,F,2004-09-20,Lyon,FR,2022-05-15
549,F,1999-03-17,Lyon,FR,2022-05-10
550,F,1985-12-24,Brussels,BE,2023-11-14
551,F,1977-09-04,Lisbon,PT,2022-12-11
552,M,1962-04-12,London,UK,2022-02-08
553,F,1975-07-03,Madrid,ES,2023-07-31
554,F,1965-07-10,Rome,IT,2023-07-19
555,F,1995-02-11,Brussels,BE,2023-05-06
556,M,1978-11-15,Madrid,ES,2022-02-03
557,F,1950-01-10,London,UK,2023-11-29
558,F,2002-12-23,London,UK,2022-01-09
559,F,1971-03-27,London,UK,2023-07-30
560,M,2001-08-06,Brussels,BE,2022-07-28
561,M,2005-04-18,Paris,FR,2022-09-05
562,M,1951-05-27,London,UK,2022-12-02
563,F,2002-12-11,Paris,FR,2022-05-30
564,F,1963-03-25,Rome,IT,2023-04-22
565,F,1960-09-22,Rome,IT,2023-10-14
566,F,1974-02-10,Berlin,DE,2023-04-21
567,M,1993-04-19,Brussels,BE,2023-08-26
568,F,1995-05-12,Madrid,ES,2022-07-19
569,M,1972-02-04,Rome,IT,2023-10-13
570,M,1982-03-10,Paris,FR,2022-08-23
571,M,1981-02-04,London,UK,2023-06-05
572,F,1959-03-03,Lisbon,PT,2023-03-16
573,M,1955-03-25,Madrid,ES,2022-05-11
574,F,1955-07-04,London,UK,2023-04-29
575,F,1983-03-01,Madrid,ES,2022-12-07
576,M,1958-12-17,Madrid,ES,2023-10-28
577,M,1982-07-27,Madrid,ES,2023-09-08
578,M,2005-08-24,Paris,FR,2023-01-22
579,F,1979-08-03,Berlin,DE,2022-06-22
580,M,2002-08-03,Berlin,DE,2022-03-27
581,M,1950-09-23,Paris,FR,2023-04-16
582,F,1957-08-21,Lyon,FR,2023-09-15
583,F,1966-05-01,Paris,FR,2023-11-08
584,M,1999-08-18,Berlin,DE,2023-01-17
585,M,2002-12-20,Lisbon,PT,2022-09-21
586,F,1954-03-05,Brussels,BE,2022-01-17
587,M,1999-08-10,Paris,FR,2023-06-20
588,M,1976-12-08,Lyon,FR,2022-07-15
589,F,1982-12-17,Madrid,ES,2022-09-21
590,M,1953-03-15,Rome,IT,2022-02-18
591,F,1967-03-02,Lisbon,PT,2022-01-25
592,F,1955-02-13,Berlin,DE,2022-09-21
593,M,1987-04-24,Lisbon,PT,2022-12-28
594,F,1977-07-25,Lyon,FR,2022-07-03
595,F,1993-09-25,Rome,IT,2023-09-22
596,F,1959-04-06,Berlin,DE,2022-01-16
597,M,1952-05-21,Lyon,FR,2023-08-25
598,F,1950-07-23,Brussels,BE,2022-10-01
599,M,1971-01-27,Madrid,ES,2022-02-09
600,M,1980-07-25,Paris,FR,2022-11-09
601,F,1952-01-19,Rome,IT,2022-06-17
602,F,1998-08-02,Brussels,BE,2022-04-10
603,M,1972-12-25,Brussels,BE,2022-09-17
604,F,1962-09-08,London,UK,2022-12-20
605,M,1988-04-13,Madrid,ES,2023-02-16
606,F,1968-01-03,Madrid,ES,2022-10-31
607,M,2002-09-21,London,UK,2023-10-22
608,M,1975-10-16,Paris,FR,2023-08-26
609,M,1950-04-26,Berlin,DE,2022-10-05
610,M,1994-03-19,Madrid,ES,2023-11-29
611,M,2001-11-02,Madrid,ES,2022-08-22
612,M,1982-10-26,London,UK,2022-01-16
613,M,1953-03-06,Paris,FR,2022-09-03
614,M,1954-12-12,Rome,IT,2022-05-22
615,M,1976-10-22,Lisbon,PT,2023-01-06
616,F,1964-01-13,Lyon,FR,2023-08-31
617,F,1969-01-03,London,UK,2023-10-05
618,F,1975-10-10,Rome,IT,2023-03-16
619,M,1991-09-08,Brussels,BE,2022-12-21
620,M,1965-04-10,Brussels,BE,2022-03-06
621,F,1983-04-13,Lisbon,PT,2022-05-13
622,M,1954-05-25,Rome,IT,2022-01-29
623,F,1975-11-18,Paris,FR,2023-10-20
624,F,1968-01-13,Berlin,DE,2022-07-02
625,F,1998-02-14,Berlin,DE,2023-06-15
626,F,1960-02-26,Rome,IT,2022-07-26
627,F,1961-09-13,Berlin,DE,2022-01-03
628,M,1963-10-25,Madrid,ES,2023-12-09
629,F,1950-10-14,Lyon,FR,2022-11-12
630,F,1953-09-09,Madrid,ES,2023-02-16
631,M,1975-03-23,London,UK,2023-08-25
632,M,1980-04-22,Paris,FR,2022-07-24
633,F,1954-05-09,Berlin,DE,2022-10-19
634,M,2003-09-27,Brussels,BE,2022-12-10
635,F,1978-04-08,Lisbon,PT,2022-09-02
636,M,1962-09-16,London,UK,2023-04-20
637,M,1999-09-22,Lyon,FR,2023-02-27
638,M,2005-01-03,Lisbon,PT,2023-09-25
639,F,1962-10-17,Brussels,BE,2022-03-10
640,F,1993-01-16,London,UK,2023-09-05
641,F,1976-07-25,Paris,FR,2022-07-12
642,M,1994-04-23,London,UK,2023-12-15
643,F,1972-02-26,Lyon,FR,2022-03-12
644,M,1957-01-25,Lyon,FR,2023-08-13
645,F,1996-01-14,Paris,FR,2023-12-27
646,F,1988-05-17,Madrid,ES,2023-02-04
647,F,1991-05-12,Brussels,BE,2022-04-01
648,M,1963-12-02,Rome,IT,2023-01-12
649,M,1962-05-19,Berlin,DE,2022-08-03
650,F,2002-10-17,Madrid,ES,2022-09-30
651,M,1986-05-19,Madrid,ES,2023-10-09
652,F,1972-04-08,London,UK,2023-04-09
653,M,1989-12-13,Rome,IT,2023-01-09
654,F,2000-08-02,Rome,IT,2022-02-22
655,F,1961-09-22,Lisbon,PT,2023-05-31
656,F,1952-08-15,Lisbon,PT,2023-02-24
657,M,1955-01-20,Rome,IT,2022-03-10
658,M,1971-04-22,Rome,IT,2023-12-31
659,F,1997-09-12,Paris,FR,2023-07-01
660,F,1972-04-06,Lisbon,PT,2023-01-24
661,F,1968-03-25,London,UK,2023-10-22
662,M,1978-09-06,Paris,FR,2023-05-24
663,F,1956-02-11,Paris,FR,2022-09-25
664,F,1983-10-17,Berlin,DE,2023-12-16
665,F,1995-05-21,Brussels,BE,2022-01-18
666,F,1960-01-20,Brussels,BE,2022-11-06
667,F,1980-03-24,Paris,FR,2023-06-20
668,M,2005-09-04,Brussels,BE,2022-06-21
669,F,1981-03-27,Rome,IT,2023-12-16
670,F,1974-03-07,Madrid,ES,2023-12-10
671,M,1956-09-24,Paris,FR,2023-01-30
672,F,1976-06-20,Rome,IT,2022-06-07
673,F,1969-10-17,London,UK,2023-01-22
674,F,1953-11-16,Berlin,DE,2023-05-28
675,M,1959-03-26,Lyon,FR,2022-11-12
676,M,1999-03-05,Lisbon,PT,2022-03-16
677,M,1980-05-10,Berlin,DE,2022-03-05
678,M,2002-02-21,Rome,IT,2024-01-01
679,F,1983-05-12,Rome,IT,2023-07-02
680,M,1966-06-16,Lisbon,PT,2022-02-14
681,M,1983-07-21,Lyon,FR,2023-04-27
682,M,1973-01-24,Lisbon,PT,2022-09-17
683,M,2002-07-12,Lisbon,PT,2023-07-31
684,M,2005-04-28,London,UK,2022-07-09
685,F,1993-07-19,Lisbon,PT,2022-05-13
686,M,2002-07-23,London,UK,2022-10-27
687,F,1978-12-24,London,UK,2022-11-17
688,F,1957-01-22,Lisbon,PT,2023-07-03
689,F,1986-11-28,Lisbon,PT,2023-12-17
690,F,1961-04-12,Lisbon,PT,2023-06-13
691,F,1950-10-20,Rome,IT,2022-06-24
692,F,1956-10-15,Paris,FR,2023-05-03
693,F,2001-01-28,Lyon,FR,2022-12-09
694,M,1960-03-04,Lyon,FR,2022-03-21
695,F,1992-11-22,Paris,FR,2022-02-27
696,F,1957-08-01,Lyon,FR,2022-05-22
697,F,2003-01-11,Paris,FR,2022-12-13
698,M,1988-10-27,Lyon,FR,2023-01-23
699,M,1981-03-28,London,UK,2023-07-29
700,F,1954-07-10,Brussels,BE,2023-04-14
701,M,1950-07-14,Berlin,DE,2022-07-26
702,M,1997-02-08,Paris,FR,2023-01-09
703,F,1987-11-22,Paris,FR,2022-02-04
704,M,1980-05-01,Lyon,FR,2022-01-24
705,F,1979-09-08,Madrid,ES,2022-01-23
706,F,1973-05-14,Berlin,DE,2023-06-07
707,M,1976-08-08,Rome,IT,2023-03-04
708,F,1988-12-23,Berlin,DE,2022-10-08
709,F,1955-03-14,London,UK,2023-07-26
710,F,1951-01-14,Berlin,DE,2023-10-01
711,F,1962-09-21,Lyon,FR,2023-12-25
712,F,1961-02-22,Lisbon,PT,2023-05-03
713,F,1973-11-24,Rome,IT,2023-08-28
714,M,1993-07-23,Berlin,DE,2023-02-19
715,F,1964-02-05,Rome,IT,2023-07-23
716,M,1982-02-11,Lisbon,PT,2023-10-28
717,M,1988-12-23,Brussels,BE,2022-10-14
718,F,1975-11-14,Brussels,BE,2022-08-16
719,F,1960-07-04,Lyon,FR,2023-05-18
720,F,1970-08-01,Rome,IT,2022-10-10
721,F,1969-07-25,Lisbon,PT,2023-04-19
722,M,1988-02-10,London,UK,2022-11-07
723,M,1978-06-24,Rome,IT,2023-05-29
724,F,1959-05-22,Rome,IT,2022-01-11
725,F,1990-08-06,Madrid,ES,2022-07-08
726,F,2004-01-02,Madrid,ES,2022-04-10
727,M,1989-06-22,Lyon,FR,2023-09-13
728,F,2004-03-05,Brussels,BE,2023-03-17
729,M,1958-06-20,Lisbon,PT,2022-10-26
730,F,1982-01-23,Rome,IT,2022-04-11
731,F,1974-06-08,Paris,FR,2022-12-22
732,F,1987-10-01,Rome,IT,2023-02-18
733,M,1952-10-03,Brussels,BE,2022-07-26
734,F,1950-10-06,Brussels,BE,2023-09-03
735,M,1959-06-14,Brussels,BE,2023-04-24
736,F,1975-10-03,Berlin,DE,2023-10-20
737,M,1960-02-22,Brussels,BE,2022-12-09
738,F,1997-09-01,Brussels,BE,2022-05-17
739,M,1957-12-22,Madrid,ES,2022-08-14
740,F,1950-10-13,Madrid,ES,2023-07-19
741,F,1989-11-27,Berlin,DE,2023-10-09
742,M,1993-09-21,Berlin,DE,2023-07-19
743,M,1994-07-22,Madrid,ES,2022-08-29
744,M,1955-01-14,Madrid,ES,2023-07-04
745,M,1988-06-13,Madrid,ES,2023-03-20
746,F,1970-03-02,Brussels,BE,2022-09-25
747,F,1990-03-19,Lisbon,PT,2023-05-27
748,M,2000-05-14,Berlin,DE,2022-12-27
749,F,1966-04-24,Berlin,DE,2022-06-24
750,F,1950-01-20,Rome,IT,2023-04-28
751,M,1963-01-28,Paris,FR,2023-10-04
752,M,1951-07-26,Berlin,DE,2023-11-18
753,F,1986-11-27,London,UK,2022-07-03
754,M,1994-09-26,Brussels,BE,2022-05-24
755,M,1976-04-21,Brussels,BE,2022-01-15
756,F,1962-08-28,Berlin,DE,2022-03-22
757,F,1951-07-18,London,UK,2022-06-20
758,M,1964-10-27,Berlin,DE,2023-08-26
759,M,1985-04-22,Lyon,FR,2022-02-09
760,F,1952-07-19,Madrid,ES,2023-10-05
761,M,2001-06-10,Paris,FR,2022-11-21
762,M,1976-05-01,Lyon,FR,2022-04-23
763,F,1970-04-10,Madrid,ES,2023-04-02
764,M,1968-10-16,Berlin,DE,2022-01-12
765,M,1961-02-21,Lyon,FR,2022-05-26
766,M,1953-02-11,Paris,FR,2022-08-07
767,M,1980-04-10,Berlin,DE,2022-08-22
768,M,1987-05-12,Rome,IT,2023-02-28
769,M,1950-05-14,Lyon,FR,2023-11-30
770,F,1972-05-02,Lisbon,PT,2022-09-25
771,F,1973-01-11,Madrid,ES,2022-11-13
772,F,1995-11-18,Brussels,BE,2023-08-26
773,M,1985-02-19,Rome,IT,2023-05-12
774,F,1991-06-16,Lisbon,PT,2023-08-09
775,M,1972-05-26,Lisbon,PT,2023-07-27
776,F,2002-02-13,Brussels,BE,2023-03-31
777,F,2003-06-09,Lisbon,PT,2023-05-18
778,F,1993-04-10,Lisbon,PT,2023-08-12
779,F,1977-11-02,London,UK,2022-09-03
780,F,1979-01-21,Berlin,DE,2022-05-20
781,M,1996-03-08,Madrid,ES,2022-06-02
782,F,1985-06-24,Lyon,FR,2022-02-26
783,M,1973-01-13,Berlin,DE,2023-03-29
784,F,1996-06-14,Lisbon,PT,2023-08-02
785,M,1971-04-21,Brussels,BE,2023-09-05
786,F,1985-10-10,Lisbon,PT,2022-01-03
787,F,2003-04-13,Berlin,DE,2023-07-09
788,F,1950-09-07,Paris,FR,2023-12-09
789,F,1995-06-18,Paris,FR,2023-07-26
790,M,1993-06-19,Rome,IT,2023-03-05
791,F,1954-10-16,London,UK,2022-07-29
792,M,1961-10-17,Paris,FR,2023-03-20
793,F,1958-03-25,Rome,IT,2023-09-28
794,F,1973-05-08,Rome,IT,2023-04-12
795,M,1962-09-27,Madrid,ES,2022-05-14
796,F,1993-07-23,Madrid,ES,2022-03-06
797,M,1981-04-03,Berlin,DE,2022-07-19
798,F,1964-03-11,London,UK,2023-10-19
799,M,1999-02-11,Berlin,DE,2022-06-25
800,M,1989-08-12,Brussels,BE,2023-08-09
801,F,1986-06-03,Paris,FR,2022-11-13
802,M,1983-11-12,Brussels,BE,2022-02-26
803,F,1981-11-25,Lyon,FR,2023-09-15
804,M,2000-10-12,Madrid,ES,2023-12-05
805,M,1981-04-10,Paris,FR,2022-11-17
806,M,1984-07-22,Brussels,BE,2022-09-02
807,F,1990-06-14,Rome,IT,2022-08-31
808,M,1996-08-10,London,UK,2022-10-12
809,M,1995-01-04,Madrid,ES,2023-08-19
810,M,1970-05-14,Madrid,ES,2023-01-15
811,F,1953-07-04,Madrid,ES,2022-11-26
812,M,1992-09-18,Lyon,FR,2022-12-18
813,F,1986-07-13,Brussels,BE,2022-10-26
814,F,1994-04-11,Paris,FR,2022-05-25
815,F,1951-12-25,Madrid,ES,2022-11-18
816,F,1966-08-11,Lyon,FR,2022-06-20
817,M,1984-12-06,Brussels,BE,2022-11-03
818,M,1959-10-12,Madrid,ES,2023-05-06
819,M,1965-09-26,Berlin,DE,2023-09-12
820,F,1994-09-21,Lyon,FR,2022-12-13
821,F,1997-08-22,Lyon,FR,2022-11-25
822,M,1990-02-02,Berlin,DE,2023-01-15
823,M,1979-11-24,London,UK,2023-10-14
824,F,1968-11-17,Rome,IT,2022-02-02
825,F,1950-03-06,Brussels,BE,2022-03-24
826,M,1963-06-02,Rome,IT,2022-07-23
827,F,1959-01-18,Lisbon,PT,2022-06-19
828,M,2002-06-27,Lisbon,PT,2022-12-21
829,M,1983-07-18,Brussels,BE,2022-05-03
830,F,1998-09-18,Brussels,BE,2022-06-12
831,F,1987-06-27,Madrid,ES,2022-05-20
832,M,1957-12-17,Lyon,FR,2022-12-25
833,M,1988-08-04,Paris,FR,2022-12-16
834,F,1968-03-18,Rome,IT,2023-02-01
835,F,1976-12-25,Lyon,FR,2023-06-18
836,M,1954-02-10,Madrid,ES,2022-09-08
837,M,1968-04-18,Madrid,ES,2023-08-17
838,M,2000-10-24,Paris,FR,2023-02-06
839,F,2000-04-25,London,UK,2023-07-21
840,M,1966-03-22,Lisbon,PT,2023-06-08
841,F,1972-09-17,Lisbon,PT,2022-07-01
842,F,1982-02-13,Paris,FR,2023-07-04
843,M,1992-01-18,Lisbon,PT,2022-03-27
844,M,1952-02-20,Madrid,ES,2023-05-20
845,F,1968-03-26,London,UK,2022-09-04
846,M,1994-06-15,Paris,FR,2022-07-10
847,M,1995-02-21,Lisbon,PT,2023-11-08
848,F,1963-02-20,Lisbon,PT,2023-01-27
849,M,1967-07-04,Lisbon,PT,2023-04-18
850,M,1953-06-24,Berlin,DE,2022-10-20
851,F,1992-10-04,Madrid,ES,2023-12-12
852,M,1979-08-21,Brussels,BE,2022-08-28
853,F,1953-04-19,Brussels,BE,2023-07-17
854,F,1950-04-04,Berlin,DE,2023-05-14
855,M,1979-11-12,Rome,IT,2022-09-27
856,M,1985-06-01,Lisbon,PT,2023-03-09
857,F,1998-08-01,Rome,IT,2022-06-16
858,M,1971-05-22,Rome,IT,2022-04-03
859,F,1956-10-03,Lisbon,PT,2022-06-18
860,F,1994-09-15,Berlin,DE,2023-07-15
861,M,1991-03-17,Paris,FR,2023-05-25
862,M,1970-09-14,Lisbon,PT,2023-10-04
863,M,1963-07-23,London,UK,2022-10-24
864,M,1962-07-10,Lyon,FR,2023-06-22
865,M,1956-03-25,Madrid,ES,2023-02-24
866,M,1959-01-22,Rome,IT,2022-02-18
867,M,1987-06-24,Berlin,DE,2022-08-08
868,F,1998-08-13,Lyon,FR,2022-01-27
869,F,1982-02-12,Rome,IT,2023-04-13
870,F,1981-07-08,Paris,FR,2023-12-18
871,M,1975-01-16,Madrid,ES,2022-02-08
872,M,1952-11-02,Rome,IT,2023-03-17
873,F,1969-11-18,Rome,IT,2022-07-07
874,M,1990-05-03,Paris,FR,2023-09-25
875,F,1969-11-06,Paris,FR,2023-01-15
876,M,1985-08-13,Lyon,FR,2023-12-21
877,F,1964-07-07,Brussels,BE,2022-03-02
878,F,1957-03-04,London,UK,2022-02-07
879,M,1981-11-14,Paris,FR,2023-10-16
880,F,1972-09-20,Lisbon,PT,2023-09-26
881,M,1957-12-04,Brussels,BE,2023-01-26
882,M,1967-12-21,Lyon,FR,2023-05-23
883,F,1965-07-16,Madrid,ES,2023-12-21
884,M,1974-01-25,Rome,IT,2022-12-03
885,F,1961-05-10,Paris,FR,2022-12-08
886,M,1955-08-18,London,UK,2023-03-09
887,F,1963-07-02,Berlin,DE,2023-01-18
888,M,1974-07-18,London,UK,2022-05-16
889,F,1982-06-19,Lyon,FR,2023-01-23
890,M,1980-01-14,Paris,FR,2023-02-18
891,M,1983-05-24,Brussels,BE,2022-06-04
892,F,2002-05-10,Paris,FR,2022-12-31
893,F,1956-04-24,Brussels,BE,2022-01-27
894,M,2002-01-17,Lyon,FR,2022-02-05
895,F,1978-02-13,London,UK,2023-12-03
896,M,1977-04-19,Berlin,DE,2023-09-25
897,F,2004-11-20,Rome,IT,2023-10-20
898,M,1974-12-03,Berlin,DE,2023-12-22
899,M,1954-03-07,Berlin,DE,2024-01-01
900,M,2000-05-02,Lyon,FR,2022-02-03
901,F,1994-04-07,London,UK,2023-07-22
902,F,1980-06-06,London,UK,2022-12-12
903,M,1985-01-26,Brussels,BE,2022-08-19
904,M,1955-12-17,Lisbon,PT,2023-05-02
905,F,1993-03-10,Rome,IT,2022-11-13
906,M,1963-03-02,Lyon,FR,2022-03-05
907,F,1993-03-19,Brussels,BE,2022-07-13
908,F,2003-07-17,Lisbon,PT,2023-07-14
909,F,1968-03-28,Rome,IT,2023-01-21
910,M,1981-10-07,Berlin,DE,2023-12-13
911,M,1974-07-25,Rome,IT,2022-03-24
912,F,1968-10-27,London,UK,2023-08-30
913,F,1981-08-22,Lyon,FR,2023-11-19
914,F,1977-02-27,Lisbon,PT,2023-12-26
915,F,1968-04-28,Paris,FR,2023-11-22
916,F,1957-04-23,Lyon,FR,2022-12-25
917,F,1995-05-25,Berlin,DE,2022-01-05
918,F,1953-02-08,Paris,FR,2022-05-28
919,M,1953-02-23,Rome,IT,2023-10-10
920,M,1981-09-23,Madrid,ES,2023-11-11
921,M,2003-04-11,Brussels,BE,2023-08-25
922,F,1964-03-17,Paris,FR,2023-05-07
923,F,1961-10-27,Brussels,BE,2022-06-22
924,M,1987-06-11,Brussels,BE,2022-06-30
925,M,1990-11-14,London,UK,2022-05-06
926,M,2001-07-12,Berlin,DE,2023-10-29
927,F,1979-11-16,Berlin,DE,2023-01-06
928,M,1959-09-25,Lyon,FR,2022-05-13
929,M,1950-02-19,Brussels,BE,2023-11-18
930,F,1991-02-20,Berlin,DE,2022-08-16
931,F,1990-05-12,Rome,IT,2022-12-28
932,M,1970-10-14,Rome,IT,2022-02-22
933,F,1962-08-03,Rome,IT,2023-06-01
934,M,2004-08-11,Madrid,ES,2022-07-08
935,F,1990-09-02,Berlin,DE,2023-10-09
936,M,1994-11-16,Rome,IT,2022-04-23
937,M,1988-04-23,Madrid,ES,2022-01-12
938,F,1958-07-18,Lyon,FR,2022-08-08
939,M,1965-05-16,Paris,FR,2022-11-12
940,F,1992-05-05,Paris,FR,2022-10-13
941,F,1965-11-11,Berlin,DE,2022-10-29
942,F,1952-10-11,Berlin,DE,2023-01-02
943,F,1953-08-09,Lisbon,PT,2022-07-10
944,F,2003-07-08,Berlin,DE,2023-04-24
945,M,1970-09-13,Berlin,DE,2023-10-20
946,F,1976-07-27,Brussels,BE,2023-05-09
947,M,1982-08-21,Berlin,DE,2022-07-23
948,F,1986-02-11,Rome,IT,2022-07-25
949,M,1988-06-16,Paris,FR,2023-06-19
950,F,1981-04-08,Paris,FR,2022-08-31
951,F,1961-10-13,Paris,FR,2023-08-17
952,M,1969-09-08,Brussels,BE,2023-10-29
953,M,1971-08-22,Lyon,FR,2023-07-17
954,F,1963-05-24,Lisbon,PT,2023-10-15
955,M,1989-06-22,Rome,IT,2022-01-05
956,F,1995-11-21,Berlin,DE,2022-09-13
957,F,1984-02-26,Lisbon,PT,2023-02-14
958,M,1995-06-22,Paris,FR,2023-11-24
959,F,1963-05-15,Madrid,ES,2022-03-26
960,M,1968-09-27,Lisbon,PT,2023-04-25
961,F,1973-04-15,Lisbon,PT,2022-05-27
962,M,1981-08-12,Berlin,DE,2022-09-04
963,F,1991-09-27,Lyon,FR,2022-05-26
964,M,1960-07-20,Lisbon,PT,2023-06-13
965,M,1981-05-07,Berlin,DE,2023-06-13
966,F,1964-04-01,London,UK,2023-08-08
967,M,1990-04-04,Brussels,BE,2022-06-05
968,M,1998-05-26,Brussels,BE,2022-09-27
969,F,2000-07-15,London,UK,2023-03-26
970,F,1969-09-04,London,UK,2022-09-19
971,F,1962-01-11,London,UK,2022-01-28
972,M,2002-06-23,Berlin,DE,2023-03-21
973,F,1970-11-17,Lyon,FR,2023-07-15
974,F,1998-09-03,London,UK,2022-02-10
975,M,1960-03-21,Berlin,DE,2022-04-07
976,F,1999-10-11,Paris,FR,2022-10-02
977,F,1986-03-23,Rome,IT,2022-01-10
978,M,1967-04-01,Brussels,BE,2022-07-17
979,F,1989-06-18,Brussels,BE,2023-07-11
980,F,1962-02-18,Lyon,FR,2022-10-15
981,M,1956-02-27,Rome,IT,2023-02-24
982,M,1991-09-15,London,UK,2022-08-16
983,F,1998-11-22,Rome,IT,2022-01-16
984,M,1985-05-11,Berlin,DE,2023-07-13
985,M,1987-05-09,Paris,FR,2022-04-08
986,F,1998-12-17,Madrid,ES,2022-10-26
987,F,1978-05-27,Paris,FR,2023-06-25
988,F,2001-10-19,Lisbon,PT,2023-09-10
989,M,1955-05-23,Berlin,DE,2023-02-24
990,F,1969-11-24,Berlin,DE,2022-11-25
991,X,1899-99-99,1234,ZZ,2100-01-01
992,X,1899-99-99,1234,ZZ,2100-01-01
993,X,1899-99-99,1234,ZZ,2100-01-01
994,,,UnknownCity,,
995,,,UnknownCity,,
996,X,1899-99-99,1234,ZZ,2100-01-01
997,,,UnknownCity,,
998,,,UnknownCity,,
999,,,UnknownCity,,
1000,X,1899-99-99,1234,ZZ,2100-01-01
